name,address_line1,address_line2,city,state,zip,phone,Latitude,Longitude,web_address,recognition_status,patient_type,delivery_mode
North Dakota State University Extension,1400 Centennial Blvd.,None,Fargo ,ND,58105,(701) 231-8592,46.893598700000005,-96.8008684,Unavailable,Pending,Public Employees ,In-Person
Sanford Health - Fargo region,2400 32nd Ave. South,None,Fargo ,ND,58103,(701) 234-8656,46.831647600000004,-96.8181115,Unavailable,Full,Public ,In-Person
Sanford Health - Fargo region,2400 32nd Ave. S,None,Fargo ,ND,58103,(701) 234-8656,46.8315783,-96.8181656,Unavailable,Pending,Public ,OnLine
Sanford Health - Fargo region,2400 32nd Ave. S,None,Fargo ,ND,58103,(701) 234-8656,46.8315783,-96.8181656,Unavailable,Pending,Public ,Distance Learning
Altru Health System,1200 South Columbia Rd.,None,Grand Forks,ND,58201,(701) 732-7620,47.9105352,-97.0681107,Unavailable,Pending,Public Employees ,In-Person
Trinity Health Center for Diabetes Education,1015 S. Broadway,Suite 2,Minot ,ND,58701-5020,(701) 857-5268,48.227039000000005,-101.29374870000001,http://www.trinityhealth.org/diabetes,Full,Public ,In-Person
Heart of America Medical Center Prevent T2,800 Main,None,Rugby ,ND,58368,(701) 776-5261  Ext: 2204 ,33.992878000000005,-118.47464369999999,Unavailable,Pending,Public ,In-Person
Spirit Lake Special Diabetes Program for Indians,123 1st Ave.,None,Saint Michael,ND,58370,(701) 766-4988,40.72738029999999,-73.9857861,Unavailable,Preliminary,Other ,In-Person
NDSU Richland County Extension - Essentia Health,418 2nd Ave. N,None,Wahpeton ,ND,58075-4400,(701) 642-7793,33.6094404,-78.9729681,Unavailable,Full,Public Other ,In-Person
Sanford Health Wahpeton,332 2nd Ave. N,None,Wahpeton ,ND,58041,(701) 642-7000  Ext: 4513 ,41.8472841,-90.192364,Unavailable,Full,Public ,In-Person
Bayard Public Schools,726 4th Ave.,None,Bayard ,NE,69334,(308) 586-1325,37.7749953,-122.46147450000001,http://www.pphd.org/DPP.html,Preliminary,Public ,In-Person
Beatrice Community Hospital & Health Center,4800 Hospital Pkwy.,None,Beatrice ,NE,68310-6906,(402) 223-6758,40.3161806,-96.7495665,http://www.beatricecommunityhospital.com,Preliminary,Public ,In-Person
Morrill County Community Hospital,1313 S St.,None,Bridgeport ,NE,69336,(308) 262-1616,34.0356627,-118.2598788,http://www.pphd.org/DPP.html,Full,Public ,In-Person
Panhandle Public Health District,1011 Main Street,None,Bridgeport,NE,69336,(308) 487-3600,39.7807181,-86.240336,http://www.pphd.org/DPP.html,Full,Public ,Combination
Loup Basin Public Health Department,934 I St.,None,Burwell ,NE,68823,(308) 346-5795,32.5766786,-117.1185213,Unavailable,Preliminary,Public ,In-Person
Mark's Pharmacy,624 Patterson St.,None,Cambridge ,NE,69022,(308) 697-3400,40.2823469,-100.1663646,Unavailable,Pending,Public Employees Other ,In-Person
Tri Valley Health System,1305 Hwy. 6 & 34,None,Cambridge ,NE,69022,(308) 697-3329  Ext: 1153 ,40.280618100000005,-100.1803557,http://trivalleyhealth.com/,Full,Public ,In-Person
Bryan Merrick Medical Center,1715 26th St.,None,Central City,NE,68826,(308) 946-3015  Ext: 336 ,33.57078660000001,-101.856785,http://www.lmchospital.org,Full,Public ,In-Person
Nebraska Extension,"250 Main St., Suite 8",None,Chadron ,NE,69337,(308) 432-3373,,,http://www.pphd.org,Full,Public ,In-Person
Western Community Health Resources,300 Shelton St.,None,Chadron ,NE,69337,(308) 747-2415,42.8287504,-102.9962288,Unavailable,Preliminary,Public ,In-Person
Columbus Community Hospital,4600 38th St.,None,Columbus ,NE,68601,(402) 562-3322,41.4551118,-97.385024,http://www.columbushosp.org,Full,Public ,In-Person
Butler County Health Care Center,372 S. 9th St.,None,David City,NE,68632,(402) 367-1200,,,http://www.bchccnet.org,Full,Public ,In-Person
Jefferson Community Health and Life,2200 H St.,None,Fairbury ,NE,68352,(402) 729-3351,32.017564899999996,-102.097148,http://www.jchc.us,Full,Public ,In-Person
Scotts Bluff County Health Department,1825 10th St. #12,None,Gering ,NE,69341,(308) 487-3600  Ext: 107 ,44.7693395,-94.1379783,http://www.pphd.org/Pages/dpp.htm,Preliminary,Public ,In-Person
Central District Health Department,1137 S. Locust St.,None,Grand Island,NE,68801,(308) 385-5175,40.909910499999995,-98.33938990000001,http://www.cdhd.ne.gov,Full,Public ,In-Person
Mary Lanning Healthcare,715 N. Saint Joseph Ave.,None,Hastings ,NE,68901,(402) 460-5659,40.5923291,-98.3874672,Unavailable,Preliminary,Employees ,In-Person
South Heartland District Health Department,"606 N Minnesota, STE 2",None,Hastings ,NE,68901,(402) 462-6211,46.729553,-94.6858998,http://southheartlandhealth.org,Full,Public ,In-Person
Thayer County Health Services,120 Park Ave.,None,Hebron ,NE,68370,(402) 768-4672,40.8018096,-73.94122229999998,Unavailable,Preliminary,Public ,In-Person
Kearney Family YMCA,4500 6th Ave.,None,Kearney ,NE,68845,(308) 237-9622,34.002642,-118.3232443,Unavailable,Full,Public ,In-Person
Kimball Health Services,505 S Berg St.,None,Kimball ,NE,69145,(308) 487-3600  Ext: 107 ,41.2325712,-103.6668652,http://www.pphd.org/Pages/dpp.htm,Pending,Public ,In-Person
Lexington Regional Health Center,1201 N Erie,None,Lexington ,NE,68850,(308) 324-5651  Ext: 338 ,40.7858929,-99.7589814,Unavailable,Full,Public ,In-Person
Bryan Medical Center,1600 S. 48th St.,None,Lincoln ,NE,68506,(402) 481-6300  Ext: 6357 ,40.79646229999999,-96.65106340000001,Unavailable,Full,Public Employees Other ,In-Person
Four Hills of Life Wellness Center,395 Main St.,PO Box 250,Macy ,NE,68039,(402) 837-5381  Ext: 2100 ,40.9021845,-73.3403585,Unavailable,Preliminary,Public ,In-Person
Community Hospital,1301 East H St.,P O Box 1328,Mccook ,NE,69001,(308) 344-8539,40.2053372,-100.6081311,http://chmccook.org,Full,Public ,In-Person
Midtown Health Center,302 W. Phillip,None,Norfolk,NE,68701,(402) 371-8000,42.03057769999999,-97.41067259999998,Unavailable,Full,Public ,In-Person
Nebraska Methodist College Mobile Diabetes Center,720 N 87 St.,None,Omaha ,NE,68114,(402) 354-7129,41.26587120000001,-96.0485429,Unavailable,Pending,Public Employees ,In-Person
"Oneworld Community Health Centers, Inc.",4920 S. 30th St.,None,Omaha ,NE,68107,(402) 734-4110  Ext: 1353 ,41.210177,-95.955834,Unavailable,Full,Public ,In-Person
Physicians Mutual,2600 Dodge St.,None,Omaha ,NE,68131,(402) 930-2793,42.490702,-90.6985473,Unavailable,Full,Employees ,In-Person
Diabetes Care Center at Regional West Physicians Clinic,"3911 Ave. B #3400,",None,Scottsbluff ,NE,69361,(308) 487-3600  Ext: 107 ,41.8867506,-103.66408829999999,http://www.pphd.org/Pages/dpp.htm,Preliminary,Public ,In-Person
Memorial Health Care Systems,300 North Columbia Ave.,None,Seward ,NE,68434,(402) 643-2971  Ext: 1004 ,40.9093686,-97.0912966,http://www.mhcs.us,Full,Public ,In-Person
Norm Waitt Sr. YMCA,601 Riverview Dr.,None,South Sioux City,NE,68776,(402) 404-8439,29.857318,-84.67599299999998,http://www.nwsymca.org,Preliminary,Public Employees Members Other ,In-Person
Brodstone Hospital,520 E 10th St.,None,Superior ,NE,68978,(402) 462-6211,39.742999,-75.54241390000001,Unavailable,Full,Other ,In-Person
Hochunk Hope Program,100 Bluff St.,None,Winnebago ,NE,68071,(402) 878-3146,41.2591999,-95.8483453,Unavailable,Preliminary,Public ,In-Person
Elkhorn Logan Valley Public Health Department,2104 21st Cir.,None,Wisner ,NE,68791-0779,(402) 529-2233,41.99543999999999,-96.927085,http://elvphd.org,Full,Public Employees ,In-Person
"York Medical Clinic, P.C.","2114 N. Lincoln Ave., Suite A",None,York ,NE,68467,(402) 362-5555,41.9204228,-87.64209489999998,Unavailable,Full,Public Members ,In-Person
Concord Hospital,250 Pleasant St.,None,Concord ,NH,3301,(603) 230-7300,43.1966309,-71.5618242,Unavailable,Full,Public ,In-Person
Wentworth-Douglass Hospital,789 Central Ave.,None,Dover ,NH,3820,(603) 740-2881,43.213232299999994,-70.8742397,Unavailable,Pending,Public Employees ,In-Person
"Genavix, Inc.",1 Highlander Way,None,Manchester ,NH,3103,(603) 232-4894,42.9260296,-71.4476541,http://www.genavix.com,Full,Public ,Combination
The Granite YMCA,117 Market St.,None,Manchester ,NH,03101-1923,(603) 232-8650,42.64807560000001,-85.29489799999998,http://https://www.graniteymca.org/programs/health-wellness,Preliminary,Public Employees Members ,In-Person
Dartmouth-Hitchock Weight & Wellness Lebanon and Manchester Clinics,100 Hitchcock Way,None,Manchesteter ,NH,3104,(603) 695-2870,43.010453000000005,-71.4235355,Unavailable,Preliminary,Public ,In-Person
Southern New Hampshire Health System,29 Northwest Blvd.,None,Nashua ,NH,3063,(603) 577-5760,42.8001909,-71.54615240000001,Unavailable,Full,Public ,In-Person
YMCA of Greater Nashua,24 Stadium Dr.,YMCA of Greater Nashua,Nashua ,NH,3062,(603) 882-2011,42.747001700000006,-71.5049757,Unavailable,Pending,Public Employees Members ,In-Person
New London Hospital-Newport Health Center,11 John Stark Hwy.,None,Newport ,NH,3773,(603) 526-2911,43.360872799999996,-72.1761291,http://www.newlondonhospital.org/,Full,Public ,In-Person
Huggins Hospital,240 S Main St.,None,Wolfeboro ,NH,3894,(603) 569-7549,42.138503,-71.040245,http://www.hugginshospital.org/services/diabetes-services,Full,Public ,In-Person
Cottage Hospital,90 Swiftwater Rd.,None,Woodsville ,NH,3785,(603) 747-9723,44.1354006,-72.02324499999999,Unavailable,Full,Public ,In-Person
Bayshore Pharmacy,2 Bayshore Plz.,None,Atlantic Highlands,NJ,7716,(732) 291-2900,40.4091081,-74.0418959,Unavailable,Pending,Public ,In-Person
Somerset County YMCA,140  Mount Airy Rd.,None,Basking Ridge,NJ,7920,(908) 766-7898,40.7089764,-74.5668785,Unavailable,Pending,Public Employees Members ,In-Person
Middletown Family Pharmacy,877 MAIN St.,None,Belford ,NJ,7718,(732) 471-9100,43.6158726,-116.20469820000001,Unavailable,Pending,Public ,In-Person
Clara Maass Medical Center,1 Clara Maass Dr.,None,Belleville ,NJ,7109,(973) 450-2126,40.785653499999995,-74.17644870000001,Unavailable,Pending,Public ,In-Person
FOX Rehabilitation,7 Carnegie Plz.,None,Cherry Hill,NJ,8003,(877) 407-3422,39.917499799999995,-74.96258259999998,Unavailable,Pending,Public Members Other ,In-Person
Meadowlands YMCA,390 Murray Hill Pkwy.,None,East Rutherford,NJ,7073,(201) 955-5300,40.81876320000001,-74.0921532,Unavailable,Pending,Employees Members ,In-Person
CentraState Health Care System,901 West Main St.,None,Freehold ,NJ,7728,(732) 294-2574,40.2382761,-74.31108789999998,https://www.livelifewellnj.com/,Pending,Public ,OnLine
CentraState Health Care System,901 West Main St.,None,Freehold ,NJ,7728,(732) 294-2574,40.2382761,-74.31108789999998,http://www.livelifewellnj.com/,Full,Public ,In-Person
Bergen Volunteer Medical Initiative,75 Essex St.,Suite 100,Hackensack ,NJ,7601,(201) 342-2478,42.60638,-70.8460623,Unavailable,Pending,Other ,In-Person
Southern Jersey Family Medical Centers,1 N. White Horse Centre,None,Hammonton ,NJ,8037,(609) 481-3040,-37.816219,145.181682,Unavailable,Pending,Public ,In-Person
Param Healthcare & IT Services Inc. (PHIS),"200 Middlesex Essex TPK.,",None,Iselin ,NJ,8830,(732) 404-0466,40.57095379999999,-74.3242386,Unavailable,Pending,Public ,Combination
MyPiE Inc.,51 Greenwich Dr.,None,Jackson ,NJ,8527,(732) 684-3465,40.9167753,-74.00322659999998,http://www.mypieworldwide.org,Pending,Public ,In-Person
Saint Barnabas Medical Center,200 South Orange Ave.,None,Livingston ,NJ,7039,(973) 322-7068,40.7472904,-74.26394309999998,http://www.rwjbh.org/events/event/?event=7883,Full,Public ,In-Person
Quest Diagnostics,3 Giralda Farms,None,Madison ,NJ,7940,(800) 432-7889,40.77057629999999,-74.4387486,Unavailable,Full,Employees ,Distance Learning
Fulcrum Performance,75 S. Maple Ave.,None,Marlton ,NJ,8053,(856) 607-2400,40.752407,-74.206797,Unavailable,Pending,Public Employees Members Other ,OnLine
YMCA of Montclair,25 Park St.,None,Montclair ,NJ,7042,(973) 477-3400  Ext: 113 ,42.2788859,-73.30912909999998,Unavailable,Pending,Public ,In-Person
Lakeland Hills Family YMCA,100 Fanny Rd.,None,Mountain Lakes,NJ,7046,(973) 334-2820,40.900465600000004,-74.42214320000001,https://lakelandhillsymca.com/programs/health-wellness/specialty-classes/,Pending,Public ,In-Person
Saint Peter's Healthcare System,254 Easton Ave.,None,New Brunswick,NJ,8901,(732) 339-7772,40.5015232,-74.4594521,Unavailable,Pending,Public ,In-Person
Rutgers Community Health Center,"274 South Orange Ave., 3rd Floor",None,Newark ,NJ,7103,(973) 732-6040,40.73899520000001,-74.19582869999998,Unavailable,Pending,Public Employees Other ,In-Person
Senior Solution Agency,7 BROAD Ave. STE 206,None,Palisades Park,NJ,7024,(201) 313-0131,40.842217,-74.002404,Unavailable,Full,Public ,In-Person
The Amazing Help Inc,470 Chamberlain Ave.,None,Paterson ,NJ,7522,(201) 800-4014,40.9263981,-74.1879865,Unavailable,Pending,Public Employees Members ,In-Person
InquisitHealth,41 Grand Ave.,Suite 102,River Edge,NJ,7661,(855) 412-1787,39.9556289,-74.1873671,Unavailable,Preliminary,Public Employees Members Other ,Distance Learning
InquisitHealth,41 Grand Ave.,Suite 102,River Edge,NJ,7661,(855) 412-1787,39.9556289,-74.1873671,Unavailable,Full,Employees Members Other ,Combination
Fanwood-Scotch Plains YMCA,1340 Martine Ave,None,Scotch Plains,NJ,7076,(908) 889-8880,40.6313127,-74.368718,http://www.fspymca.org,Full,Public ,In-Person
Quest Diagnostics,500 Plz. Dr.,None,Secaucus ,NJ,7094,(800) 432-7889,40.78783370000001,-74.04492979999998,Unavailable,Full,Public ,In-Person
Shore Physicians Group,1 E. NY Ave.,Room/Office # 523,Somers Point,NJ,8244,(609) 926-4779,40.667359600000005,-73.9221918,Unavailable,Pending,Public Employees ,In-Person
Heart & Vascular Center of New Brunswick (dba CMI),51 Veronica Ave.,None,Somerset ,NJ,8873,(732) 846-7000  Ext: 150 ,40.478455100000005,-74.49986379999999,Unavailable,Pending,Public ,In-Person
Holy Name Medical Center,718 Teaneck Rd.,None,Teaneck ,NJ,7666,(201) 833-3371,40.882908,-74.01048730000001,Unavailable,Full,Employees ,In-Person
DiabeticWatchers USA LLC,30 Galesi Dr.,Suite 104B,Wayne ,NJ,7470,(844) 277-5066,40.898123999999996,-74.2431974,Unavailable,Pending,Public Employees ,Combination
DiabeticWatchers USA LLC,"30 Galesi Drive, Suite 104B",Wayne,Wayne,NJ,7470,(844) 277-5066,40.898123999999996,-74.2431974,Unavailable,Pending,Public Employees Members ,In-Person
Healthy U Fitness Studio,422 Rte. 22 West,None,Whitehouse Station,NJ,8889,(908) 534-1961,40.6260441,-74.7703715,Unavailable,Pending,Public ,In-Person
The Solutions Group,9521 San Mateo NE,None,Albuquerque ,NM,87113-2237,(505) 923-5429,35.1972433,-106.5886501,Unavailable,Full,Public ,In-Person
Three Sister's Kitchen,109 Gold Ave. SW,None,Albuquerque ,NM,87102,(505) 832-7236,35.0833154,-106.64872700000001,Unavailable,Pending,Public Other ,In-Person
UNM-H Center for Diabetes and Nutrition Education,"933 Bradbury SE, Suite 1112",None,Albuquerque,NM,87106,(505) 272-2340,,,http://hospitals.unm.edu/health/pt_ed/index.shtml,Full,Other ,In-Person
De Baca Family Practice Clinic,546 N 10th St.,None,Fort Sumner,NM,88119,(575) 355-2414,,,Unavailable,Full,Public ,In-Person
FESSS Family Healthcare,3039 Memorial Ct.,None,Las Cruces,NM,88011,(575) 522-4145,32.2897213,-106.73596429999999,Unavailable,Pending,Public Employees Other ,In-Person
NMSU - Cooperative Extension Service State Office,PO Box 30003,MSC 3AE,Las Cruces,NM,88003,(575) 646-2034,,,Unavailable,Pending,Public ,Distance Learning
NMSU - Cooperative Extension Service State Office,940 College Dr.,Corner of College & Knox),Las Cruces,NM,88003,(575) 646-2034,37.3090947,-121.9199501,Unavailable,Preliminary,Public ,In-Person
Los Alamos National Laboratory Occupational Health,Bikini Atoll Rd.,None,Los Alamos,NM,87545,(505) 665-3559,35.8745435,-106.32843259999999,Unavailable,Full,Employees ,In-Person
Nor-Lea Hospital District,1600 N. Main,None,Lovington ,NM,88260,(575) 396-6611  Ext: 1201 ,42.7406205,-87.78517409999998,Unavailable,Pending,Public Employees ,In-Person
New Mexico Department of Health,1190 S. St. Francis Dr.,None,Santa Fe,NM,87505,(505) 841-5861,35.6720075,-105.95557509999999,https://www.pathstohealthnm.org/programs/national-diabetes-prevention-program/,Pending,Public ,In-Person
SOUTHERN NEW MEXICO PROJECT,209 Linda Vista Dr.,None,Sunland Park,NM,88063,(915) 799-6113,29.36692619999999,-100.881774,Unavailable,Pending,Public Members ,In-Person
Washoe Tribal Health,1559 Watasheamu Rd.,None,Gardnerville ,NV,89460,(775) 265-8622,38.900566,-119.7184064,Unavailable,Pending,Public Employees Members Other ,In-Person
Dignity Health St Rose Dominican,2651 Paseo Verde Pkwy.,Ste 180,Henderson ,NV,89074,(702) 616-4914,36.017239200000006,-115.1002804,Unavailable,Full,Public ,In-Person
Alliance Against Diabetes,3930 E. Patrick Ln.,None,Las Vegas,NV,89120,(702) 876-4967,36.0790397,-115.0883463,Unavailable,Pending,Public Members ,In-Person
Drs. Kopolow & Girisgen,4045 Spencer St.,Suite # A-59,Las Vegas,NV,89119,(702) 452-2020,36.1161886,-115.12860570000001,Unavailable,Pending,Public Employees Members ,In-Person
Shoshone-Paiute Tribes OCHF,1623 Hospital Loop,None,Owyhee ,NV,89832,(775) 757-2415  Ext: 4245 ,41.9500999,-116.0978622,Unavailable,Preliminary,Public ,In-Person
NyE Communities Coalition,1020 E Wilson Rd.,None,Pahrump ,NV,89048,(775) 537-2323  Ext: 204 ,36.2126652,-115.9954,Unavailable,Preliminary,Public ,In-Person
Access to Healthcare Network,4001 South Virginia St.,Suite F,Reno ,NV,89502,(775) 284-1898,39.486653600000004,-119.79594679999998,https://www.accesstohealthcare.org/,Pending,Public ,In-Person
Northern Nevada HOPES,580 W 5th St.,None,Reno ,NV,89503,(775) 786-4673,39.529236100000006,-119.82180149999999,Unavailable,Preliminary,Public ,In-Person
Renown Health,10085 Double R Blvd.,Suite 325,Reno ,NV,89521,(775) 982-5073,39.435970700000006,-119.76008780000001,Unavailable,Full,Public ,In-Person
"University of Nevada, Reno, School of Medicine",1664 North Virginia St.,MS 0146,Reno ,NV,89557,(775) 784-1583,39.545898,-119.819372,https://med.unr.edu/aging/outreach/community-wellness/diabetes-prevention-program-x11942,Pending,Public ,In-Person
Saint Regis Mohawk Tribe Diabetes Center,66 Margaret Terrance Memorial Way,None,Akwesasne ,NY,13655,(518) 358-9667,,,Unavailable,Pending,Public Other ,In-Person
St. Peter’s Diabetes and Endocrine Care,63 Shaker Road,"Albany, NY 12204",Albany,NY,12204,(518) 447-3500,42.67326750000001,-73.7487934,http://www.sphp.com/dpp,Full,Public Other ,In-Person
The Guided Route to Wellness,10 Magnolia Ter.,Apt 2,Albany ,NY,12209,(518) 364-2635,42.5628881,-71.0284887,Unavailable,Pending,Members Other ,Distance Learning
Rapha Family Wellness Center,3610 Main St.,None,Amherst ,NY,14204,(716) 833-4019,32.5950859,-117.0558035,Unavailable,Full,Public ,In-Person
