Name,Address Line 1,Address Line 2,City,State,Zip,Phone,Web Address,Recognition Status,Class open To,Delivery Mode
Steuben County Public Health,3 E Pulteney Square,,Bath,NY,14810,(607) 664-2438,http://www.steubencony.org/publichealth,Full,Public ,In-Person
"Korean Community Services of Metropolitan New York, Inc.",203-05 32nd Ave.,,Bayside,NY,11361,(212) 463-9685  Ext: 200 ,,Preliminary,Public ,In-Person
Neat Health,214-08 23rd Ave.,,Bayside ,NY,11360-1601,(917) 757-4639,,Pending,Public ,In-Person
Balance - Food and Nutrition,31 Adams Ave.,,Binghamton ,NY,13760,(304) 377-9357,,Pending,Public Other ,In-Person
AIRnyc,"349 East 149th St., Suite 405",,Bronx ,NY,10451,(718) 577-2794,,Preliminary,Public Employees Other ,In-Person
Health People Preventive Health Institute,552 Southern Blvd.,,Bronx ,NY,10455,(718) 585-8585,,Pending,Public Other ,In-Person
Mexican Coalition,389 East 150th St. Office 4,,Bronx ,NY,10455,(646) 591-5249,,Pending,Public Other ,Combination
Montefiore Medical Center,111 E210th St.,,Bronx ,NY,10467,(718) 920-4077,,Preliminary,Other ,In-Person
NYC Health and Hospitals-Lincoln,234 E 149th St.,,Bronx ,NY,10451,(718) 579-5000  Ext: 3538 ,,Preliminary,Public ,In-Person
Union Community Health Center,2021 Grand Concourse,,Bronx ,NY,10453,(718) 960-3200,,Preliminary,Public Employees ,In-Person
Victory Seventh-day Adventist Church,1271 Burke Ave.,,Bronx,NY,10469,(718) 405-0632,http://www.victorysda.org,Full,Public ,In-Person
APC Community Services,270 E 42 St.,,Brooklyn ,NY,11203-4000,(347) 715-3956,http://www.APC-CBO.org,Full,Public ,In-Person
APC Community Services,270 E 42 St.,,Brooklyn ,NY,11203,(347) 715-3956,https://www.apc-cbo.org/diabetes-prevention-1,Pending,Public Other ,Distance Learning
Brookdale University Hospital Medical Center,"1 Brookdale Plaza, 2 Acc-J","Brooklyn, New York 11212",Brooklyn ,NY,11212,(718) 240-5022,,Full,Public ,In-Person
Christopher Rose Community Empowerment Campaign,772 Vermont St.,,Brooklyn ,NY,11207,(718) 272-2363,,Pending,Public ,Combination
Kingsbrook Jewish Medical Center,585 Schenectady Ave.,,Brooklyn ,NY,11203-1891,(718) 604-5000  Ext: 4057 ,,Full,Public ,In-Person
Long Island University Brooklyn,161 Ashland Pl.,Basement,Brooklyn ,NY,11201,(718) 488-3415,,Pending,Public ,In-Person
LUCIEN D MOCOMBE MD PC,3016 Glenwood Rd.,,Brooklyn ,NY,11210,(718) 859-2525,,Full,Public ,In-Person
Mamre Seventh-Day Adventist Church,1623 Utica Ave.,,Brooklyn ,NY,11234,(718) 954-1113,,Preliminary,Public Members ,In-Person
Nutrition Care P.C.,1117 Brighton Beach Ave.,3rd FL,Brooklyn ,NY,11235,(347) 394-4995,,Full,Public Employees Members ,In-Person
NYC H+H Kings County,451 Clarkson Ave.,,Brooklyn ,NY,11203,(718) 245-3131,,Pending,Public Employees ,In-Person
Palette Care Inc.,924 Rogers Ave.,,Brooklyn ,NY,11226,(913) 742-3366,,Pending,Public ,In-Person
Southbridge Fitness Center,322 Myrtle Avenue,,Brooklyn,NY,11205,(212) 964-4414,,Preliminary,Public ,In-Person
SUNY DownState Health Science University,"450 Clarkson Ave., MSC#1287",,Brooklyn ,NY,11203,(718) 270-7260  Ext: 7260 ,,Pending,Other ,In-Person
Western New York Integrated Care Collaborative,742 Delaware Avenue,,Buffalo,NY,14209,(716) 278-1900,,Full,Public ,In-Person
Mary Imogene Bassett Hospital,One Atwell Rd.,,Cooperstown ,NY,13326,(607) 547-3948,https://www.bassett.org/medical/services/chronic-condition-care/prediabetes-workshop,Pending,Public ,In-Person
AIM Independent Living Center,271 East First St.,,Corning ,NY,14830,(607) 962-8225,,Pending,Public ,In-Person
Cornerstone Family Healthcare,"2570 U.S. Rte. 9W, Suite 10",,Cornwall ,NY,12518,(845) 563-8043,,Pending,Public ,In-Person
Montefiore St. Luke's Cornwall Hospital,19 Laurel Ave.,,Cornwall ,NY,12518,(845) 561-4400,,Preliminary,Public ,In-Person
Seven Valleys Health Coalition,10 Kennedy Pkwy.,,Cortland ,NY,13045,(607) 756-4198,http://www.sevenvalleyshealth.org/diabetes-prevention-program,Preliminary,Public ,In-Person
Flushing Hospital and Medical Center,4500 Parsons Blvd.,,Flushing ,NY,11355,(718) 206-7088,http://www.flushinghospital.org,Full,Public ,In-Person
Suffolk County Department of Health Services,"725 Veteran's Highway, North County Complex Bldg. C928",,Hauppauge,NY,11788,(631) 853-4017,http://www.suffolkcountyny.gov/health,Full,Public ,In-Person
"Independent Living CNTR of the Hudson Valley, Inc",802 Columbia St.,,Hudson ,NY,12534,(518) 828-4886,,Preliminary,Public ,In-Person
Cayuga Medical Center - Cayuga Center for Healthy Living,"Island Health Center, Suite 3, 310 Taughannock Blvd.",,Ithaca,NY,14850,(607) 252-3590,http://www.cayugamed.org/CCHLhome.cfm,Full,Public ,In-Person
"epiWELL, LLC",101 Esta State St. #187,,Ithaca ,NY,14850,(607) 229-2780,,Pending,Public Employees Members ,In-Person
Lifetime Nutrition Services,1216 Trumansburg Rd.,,Ithaca ,NY,14850-1314,(607) 272-1297,,Pending,Other ,In-Person
Jamaica Family Practice & Osteopathic Medicine,9050 Parsons Blvd. Suite 211,,Jamaica ,NY,11432,(718) 526-9491,,Pending,Public ,In-Person
Jamaica Hospital Medical Center,8900 Van Wyck Expy.,"Axel Building 4th Fl, Patient Navigation Department",Jamaica ,NY,11418,(718) 206-7088,http://jamaicahospital.org/,Pending,Public ,In-Person
RTA HTH INC.,169-95 137th Ave.,#19,Jamaica ,NY,11434-4517,(718) 412-1848,,Pending,Public ,In-Person
UPMC Chautauqua at WCA,207 Foote Avenue,,Jamestown,NY,14702,(716) 664-8677,http://www.wcahospital.org,Full,Public ,In-Person
Healthier Clinic,4705 Center Blvd.,Suite 1609,Long Island City,NY,11109,(855) 470-0837,,Pending,Public ,Distance Learning
Lewis County Public Health,7785 N State Street ,7785 N State Street,Lowville ,NY,13367,(315) 376-5453,,Full,Public ,In-Person
Northwell Health,600 Community Drive,Suite 400,Manhasset,NY,11030,(855) 364-6257,http://diabeteswellness@nshs.edu,Preliminary,Public ,In-Person
Fruit Street Health,85 Broad St.,,Manhattan ,NY,10004,(845) 532-8355,http://www.fruitstreet.com,Full,Public ,Distance Learning
Greater Hudson Valley Health System,Orange Regional Medical Center,707 East Main St.,Middletown ,NY,10940,(845) 333-2711,https://www.ormc.org/services/diabetes-center/diabetes-prevention-program,Full,Public Employees ,In-Person
Madison County Rural Health Council,100 Eaton Street,P.O. Box 187,Morrisville,NY,13421,(315) 447-7625,http://www.mcruralhealthcouncil.org/,Full,Public ,In-Person
3A Medical Group,120 E 36st suite 1E,,New York,NY,10016,(212) 532-3333,,Full,Public ,In-Person
Betances Health Center,280 Henry St.,,New York,NY,10002-4816,(212) 227-8401  Ext: 112 ,,Preliminary,Public ,In-Person
Blue Mesa Health Inc.,311 W 43rd St.,,New York,NY,10036,(888) 345-2425,http://bluemesahealth.com,Full,Public Employees Members ,OnLine
Care for the Homeless,30 East 33rd St. 5th Floor,,New York,NY,10016,(212) 366-4459,,Pending,Other ,In-Person
EmblemHealth,441 9th Avenue,,New York,NY,10001,(646) 447-5384,http://www.emblemhealth.com,Full,Public Employees Members Other ,In-Person
"Heritage Health and Housing, Inc",1727 Amsterdam Ave.,4th Floor,New York,NY,10031,(212) 862-0054,,Pending,Public ,In-Person
JASA,247 West 37th St.,9th Floor,New York,NY,10018,(917) 862-6277,,Preliminary,Public Employees Members ,In-Person
Jose A Goris MD PC,"435 fort Washington Ave., Suite 1 C",,New York,NY,10033,(212) 923-0408,,Pending,Public Employees Members ,In-Person
New York City Health and Hospitals-Metropolitan,1901 First Ave.,,New York,NY,10029-7491,(646) 916-0814,https://www.nychealthandhospitals.org/metropolitan/our-services/diabetes-focus/prevent-t2/,Preliminary,Public Employees Members Other ,In-Person
New York Presbyterian Weill Cornell Medical Center,505 east 70th St.,,New York,NY,10021,(212) 746-7077,,Preliminary,Members ,Combination
Newtopia Inc.,116 W 23rd St,,New York,NY,10011,(888) 638-8181,,Full,Public ,OnLine
"Noom, Inc.",229 West 28th St.,,New York,NY,10001,(347) 687-8522,http://us.noom.com,Full,Public Members ,OnLine
NYC Office of Labor Relations,40 Rector Street- 4th Floor,,New York,NY,10006-3799,(212) 306-7604,http://www.nyc.gov/olr,Full,Employees ,In-Person
NYHTC & HANYC,305 West 44th St.,Health Plan Members Only,New York,NY,10036,(212) 586-6400  Ext: 4256 ,,Full,Members ,In-Person
One Drop,166 Mercer St.,,New York,NY,10002,(858) 461-9295,,Pending,Public ,OnLine
Preventive Lifestyle Assistance Network (PLAN),1309 5th Ave.,#25E,New York,NY,10029,(646) 389-0063,Http://www.JoinPLANglobal.com,Pending,Public ,Distance Learning
"Preventive Lifestyle Assistance Network, LLC",101 West 123rd St.,,New York,NY,10027,(646) 389-0063,http://www.JoinPLANglobal.com,Pending,Public ,In-Person
Weight Watchers,675 Ave. of the Americas,6th floor,New York,NY,10010,(866) 204-2885,,Full,Members ,In-Person
Frank R Laurri MD & Associates PC,10175 Niagara Falls Blvd. Suite 1,,Niagara Falls,NY,14304,(716) 205-0170,,Pending,Employees Members ,In-Person
Montefiore Nyack,160 North Midland Ave.,Community Health Education Department,Nyack ,NY,10960,(845) 348-2004,http://nyackhospital.org,Full,Public ,In-Person
Claxton-Hepburn Medical Center,214 King St.,,Ogdensburg ,NY,13669-1142,(315) 713-5095,,Pending,Public Employees ,In-Person
Inspired Health Group,3671 Southwestern Blvd.,Ste 101 & 213,Orchard Park,NY,14127,(716) 662-7008  Ext: 105 ,,Pending,Public Employees Members ,Combination
Open Door Family Medical Centers,165 Main St.,,Ossining ,NY,10562,(914) 502-1357,,Full,Members ,In-Person
Oswego County Health Department,70 Bunner St.,,Oswego ,NY,13126,(315) 349-3547,,Full,Public ,In-Person
Long Island Community Hospital,103 West Main St,,Patchogue ,NY,11772,(631) 687-4188,,Full,Public Employees ,In-Person
Champlain Valley Physicians Hospital,75 Beekman St.,,Plattsburgh,NY,12901,(518) 561-2000,http://www.cvph.org,Full,Public ,In-Person
Mather Endocrinology,"125 Oakland Ave., Suite 203",,Port Jefferson,NY,11777,(631) 978-7590,,Full,Public ,In-Person
"St. Lawrence County Health Initiative, INC.",6439 State Hwy. 56,,Potsdam ,NY,13676,(315) 261-4760  Ext: 239 ,http://gethealthyslc.org/,Preliminary,Public ,In-Person
St. Lawrence Health System,50 Leroy St.,,Potsdam ,NY,13676,(315) 265-3300,,Pending,Public ,In-Person
NYC Department of Health and Mental Hygiene,42-09 28th St.,,Queens ,NY,11101,(347) 396-4321,,Full,Employees ,In-Person
Northern Dutchess Hospital,6511 Spring Brook Avenue ,,Rhinebeck,NY,12572,(845) 871-3600,http://www.health-quest.org/home_nd.cfm?id=9,Full,Public ,In-Person
Exercise Express,200 West Ave.,,Rochester ,NY,14611,(585) 454-6478,,Pending,Public ,In-Person
URMC - Center for Community Health & Prevention,46 Prince St.,Suite 3001,Rochester ,NY,14607,(585) 530-2050,,Preliminary,Public ,In-Person
YMCA of Greater Rochester,444 East Main Street,,Rochester,NY,14604,(585) 341-4064,http://rochesterymca.org/,Full,Public ,In-Person
St. Francis Hospital,100 Port Washington Blvd.,,Roslyn ,NY,11576,(516) 629-2013,,Pending,Public ,In-Person
YMCA of Rye,21 Locust Avenue,,Rye,NY,10580,(914) 967-6363,http://www.ryeymca.org/programs/community-health/ymca-diabetes-prevention-program/,Preliminary,Public Other ,In-Person
ROMAXTER  LLC,4 OSHEA Ln.,,Saint James,NY,11780-2956,(516) 462-2040,,Preliminary,Public ,In-Person
ROMAXTER  LLC,4 Oshea Ln.,,Saint James,NY,11780,(516) 408-0333,,Pending,Public Employees ,Distance Learning
Adirondack Health,2233 State Rt 86,,Saranac Lake,NY,12983,(518) 523-8351,,Full,Public ,In-Person
Ellis Medicine - Diabetes Care,600 McClellan St.,,Schenectady ,NY,12304,(518) 347-5421,http://ellismedicine.org,Full,Public ,In-Person
"Konbit Neg Lakay, Inc.",16 E Church St.,,Spring Valley,NY,10977,(845) 425-4623,,Pending,Public ,In-Person
Bertrand Chaffee Hospital Diabetes Education,224 East Main St.,,Springville ,NY,14141-1443,(716) 592-9643,,Preliminary,Public ,In-Person
Clifton Fine Hospital,1014 Oswegatchie Trl. Rd.,,Star Lake,NY,13690,(315) 848-4264,,Pending,Public Employees ,In-Person
Richmond University Medical Center,355 Bard Ave.,,Staten Island,NY,10310,(718) 818-1275,,Full,Public ,In-Person
Good Samaritan Hospital,255 Lafayette Ave.,,Suffern ,NY,10901,(845) 368-5000,,Pending,Public Employees ,In-Person
ACR Health,990 James St.,,Syracuse ,NY,13203,(315) 475-2430,,Pending,Public Employees ,Distance Learning
ACR Health,990 James St.,,Syracuse ,NY,13203,(315) 475-2430,,Pending,Public Employees ,In-Person
SAGE Upstate,431 E Fayette St.,,Syracuse ,NY,13202,(315) 478-1923,,Pending,Public Members Other ,In-Person
YMCA of Greater Syracuse,340 Montgomery St,,Syracuse,NY,13202,(315) 474-6851,http://www.ycny.org,Full,Public ,In-Person
Faxton St. Luke's Healthcare,Faxton Campus 4th Floor 1676 Sunset Ave,,Utica,NY,13502,(315) 624-5620,http://www.faxtonstlukes.com/cnydiabetes,Full,Public ,In-Person
Seneca County Health Department,2465 Bonadent Dr.,Suite 3,Waterloo ,NY,13165,(315) 539-1920,,Pending,Public Employees ,In-Person
Watertown Family YMCA,119 Washington Street,,Watertown,NY,13601,(315) 782-3100,,Full,Public ,In-Person
Macas Home Care LLC,414 Madison St.,,Westbury ,NY,11590,(866) 806-2227,https://www.macashomecare.com/about-the-program,Pending,Public ,Distance Learning
Macas Home Care LLC,414 Madison St.,,Westbury ,NY,11590,(866) 806-2227,,Pending,Public ,OnLine
Macas Home Care LLC,414 Madison St.,,Westbury ,NY,11590,(866) 806-2227,https://www.macashomecare.com/about-the-program,Pending,Public ,Combination
Macas Home Care LLC, 414 Madison St.,,Westbury ,NY,11590,(866) 806-2227,https://www.macashomecare.com/about-the-program,Pending,Public ,In-Person
Westfield Memorial Hospital,189 East Main Street,,Westfield,NY,14787,(716) 793-2222,,Full,Public ,In-Person
Westchester Independent Living Center dba WILC,10 County Center Rd.,2nd floor,White Plains,NY,10607,(914) 682-3926,,Preliminary,Public Employees Members Other ,In-Person
Kaleida Health,"705 Maple Rd., Suite 200",,Williamsville ,NY,14221,(716) 580-7302,,Pending,Public Employees ,In-Person
Ohio Northern University HealthWise,Robertson-Evans Pharmacy Building,525 South Main St.,Ada ,OH,45810,(419) 772-1050,,Preliminary,Public ,In-Person
Akron Area YMCA,50 S. Main St.,Ste. LL 100,Akron ,OH,44308,(234) 200-7622,http://www.akronymca.org/diabetes-prevention,Full,Public ,In-Person
Ohio University Diabetes Institute,"75 Hospital Drive, Castrop Center, Suite 200",,Athens,OH,45701,(740) 566-4880,,Full,Public ,Combination
"United Seniors of Athens County, Inc.","701 E. State St., Suite 101",,Athens ,OH,45701,(740) 594-3535,,Full,Public ,In-Person
Marietta Memorial Hospital Diabetes Education Center,803 Farson St.,,Belpre ,OH,45714,(740) 568-1702,,Pending,Public ,In-Person
YMCA of Central Stark County,"1201 30th St. NW, Suite 200",,Canton ,OH,44702,(330) 994-0013,http://www.ymcastark.org,Full,Public ,In-Person
Kettering Health Network,1989 Miamisburg-Centerville Rd.,,Centerville ,OH,45459,(937) 401-7588,http://ketteringhealth.org/diabetes/prediabetes/,Pending,Public ,In-Person
Tri Health Rehabilitation Hospitl,2155 Dana Ave.,,Cincinnati ,OH,45207,(513) 601-0600,,Pending,Public Employees ,In-Person
YEP! Fitness (Your Exercise Platform),"1821 Summit Road, 4th Floor",,Cincinnati ,OH,45237,(513) 761-9371,,Preliminary,Public ,In-Person
YMCA of Greater Cincinnati,"1105 Elm Street Cincinnati, Ohio 45201",,Cincinnati,OH,45202,(513) 362-2015,http://www.myy.org,Full,Other ,In-Person
The MetroHealth System,2500 MetroHealth Dr.,R229 - WMWLS,Cleveland ,OH,44109,(216) 778-7433  Ext: 5 ,,Full,Public ,In-Person
YMCA of Greater Cleveland,2200 Prospect Ave.,,Cleveland,OH,44115,(216) 509-3480,http://www.clevelandymca.org,Full,Public ,In-Person
Mount Carmel Urban Health,"Mount Carmel Corporate Services Center, Urban Health 3rd Floor",6150 East Broad St.,Columbus ,OH,43213,(614) 546-4300,http://www.mountcarmelhealth.com/dpp,Full,Public Employees ,In-Person
OhioHealth,"155 E. Broad St., St.e 1700",,Columbus ,OH,43215,(614) 788-9355,,Pending,Members ,Distance Learning
The Ohio State University Wexner Medical Center,450 W 10th Ave.,W180 Doan Hall,Columbus ,OH,43210,(614) 366-0326,http://wexnermedical.osu.edu/integrative-complementary-medicine/nutrition-dietary-services,Full,Other ,In-Person
YMCA of Central Ohio,40 West Long Street,,Columbus,OH,43215,(833) 438-1312,http://www.ymcacolumbus.org,Full,Public Employees Members Other ,In-Person
Lake Health,7590 Auburn Rodad,Ste 211,Concord ,OH,44077,(440) 354-1896,,Pending,Public Employees Members ,In-Person
YMCA of Greater Dayton,"118 W. First St., Suite 300",,Dayton,OH,45402,(937) 223-5201,http://www.ymcaonline.org,Full,Public ,In-Person
NWO Health and Wellness,15054 State Rte. 224 E,,Findlay ,OH,45840,(419) 957-1936,,Preliminary,Public Employees ,In-Person
University Hospitals Geneva Medical Center,870 West Main St.,,Geneva ,OH,44041-9604,(440) 998-0680,,Full,Public ,In-Person
Wayne Hospital,835 Sweitzer St.,,Greenville ,OH,45331,(937) 547-5750,http://www.waynehealthcare.org,Full,Other ,In-Person
GemCare Wellness,5640 Hudson Industrial Pkwy.,,Hudson ,OH,44236,(800) 733-7976  Ext: 8350 ,http://www.gemcarewellness.com,Preliminary,Public ,In-Person
Mercy Health St. Rita's Diabetes and Nutrition Center,770 W High St- suite 450,,Lima ,OH,45801,(419) 996-5630,,Full,Public ,In-Person
OhioHealth - Mansfield,"335 Glessner Ave., 3rd Floor",,Mansfield ,OH,44903,(567) 241-7199,,Full,Public Employees ,In-Person
"Young Men's Christian Association of Mansfield, Ohio",750 Scholl Rd.,,Mansfield ,OH,44907,(419) 522-3511,http://www.mansfieldy.org,Full,Public ,In-Person
Advanced Rehabilitation & Health Specialists,4707 Mill Street,,Mantua,OH,44255,(330) 274-2747,http://www.arhs.us,Full,Public ,In-Person
Memorial Hospital,500 London Ave.,,Marysville ,OH,43040,(937) 578-2441,http://www.memorialohio.com,Full,Public ,In-Person
Licking Memorial Health Systems,1320 West Main St.,,Newark ,OH,43055,(220) 564-2309,http://www.lmhealth.org,Full,Employees ,In-Person
Lake County YMCA (5067),933 Mentor Ave.,,Painesville ,OH,44077,(440) 354-5656  Ext: 310 ,,Full,Public Employees Members ,In-Person
Adena Occupational Health - Piketon,3930 U.S. Rte. 23 South,Building 152A,Piketon ,OH,45661,(740) 897-2058,,Full,Employees ,In-Person
Firelands Regional Medical Center,1221 Hayes Avebue,,Sandusky ,OH,44870,(419) 557-6550  Ext: 5 ,,Pending,Public Employees ,In-Person
The Wellness Bridge,49570 Nature Trial,,St. Clairsville,OH,43950,(740) 232-4682,,Full,Public ,In-Person
Joint Township District Memorial Hospital,200 Saint Clair St.,,St. Marys,OH,45885,(419) 394-3335  Ext: 1723 ,,Full,Public ,In-Person
Toledo Clinic Health Education Center,4235 Secor Rd.,,Toledo ,OH,43623,(419) 469-6884,,Full,Public ,In-Person
YMCA of Greater Toledo,1500 N. Superior,,Toledo ,OH,43604,(419) 725-7844,,Pending,Public ,In-Person
Wooster Community Hospital - Diabetes Clinic,1761 Beall Ave.,,Wooster ,OH,44691,(330) 263-8196,,Pending,Public Employees ,In-Person
YMCA of Youngstown,17 N Champion St.,,Youngstown ,OH,44501,(330) 480-5656  Ext: 236 ,https://youngstownymca.org/index.php/ymca-diabetes-prevention-program/,Preliminary,Public ,In-Person
The Chickasaw Nation,1921 Stonecipher Blvd.,,Ada ,OK,74820,(580) 421-4532  Ext: 82266 ,http://www.chickasaw.net,Full,Public ,In-Person
The Physicians' Hospital in Anadarko,1002 E CENTRAL Blvd.,,Anadarko ,OK,73005-4405,(405) 247-2551,,Pending,Public Employees ,In-Person
Ardmore Family YMCA,920NW 15th,,Ardmore ,OK,73401,(580) 223-3990,,Pending,Public ,In-Person
Mercy Ardmore Hospital Diabetes Prevention Program,1011 14th Ave. N. W.,,Ardmore ,OK,73401,(580) 220-6094,,Full,Public Employees ,In-Person
